"";"Champs";"Regie";"Soil_type";"Variete";"mean_temp";"total_precip";"frozen";"Rendement";"Pureté";"N_Fert";"P_Fert";"K_Fert";"Mg_Fert";"S_Fert";"Ca_Fert";"Zn_Fert";"Cu_Fert";"B_Fert";"Mn_Fert";"PhEau";"Age";"Ca_Sol (ppm)";"P_Sol (ppm)";"Al_Sol (ppm)";"K_Sol (ppm)";"Mg_Sol (ppm)";"Zn_Sol (ppm)";"Cu_Sol (ppm)";"Mn_Sol (ppm)";"B_Sol (ppm)";"Fe_Sol (ppm)";"N_Fol (%)";"P_Fol (%)";"K_Fol (%)";"Ca_Fol (%)";"Mg_Fol (%)";"B_Fol (%)";"Cu_Fol (%)";"Fe_Fol (%)";"Mn_Fol (%)";"Zn_Fol (%)";"Al_Fol (%)"
"567";"A9";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;24035,30226;1;26,76;13,38;71,36;10,704;27,6937456;49,08456;1,798272;1,784;0,892;0;4,467945;13;13,41;19,42;726,55;5,62;3,36;0,11;0,950213371;0,29;2,2797446474;62,46;0,9277;0,1011501996;0,605830521;0,855499077;0,2223669114;0,0181918855;0,000459453;0,0075805856;0,030555563;0,0018982721;0,012182591
"568";"A9";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;23963,92794;1;40,14;13,38;71,36;10,704;473,6937456;60,64254;1,0789632;1,784;0,892;0;4,3761;13;31,33;46,37;1243,01;12,89;7,45;0,6;2,158955095;0,81;2,3357567404;107,27;0,94766;0,0041553754;0,001475166;0,0184783448;0,0111069574;0,0881941719;0,0108402024;0,0045067017;0,0654455061;0,0044152108;0,0051137847
"569";"A9";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;30896,15877;1;40,14;13,38;71,36;10,704;473,6937456;57,1158;1,4386176;1,784;0,892;0;4,488355;13;17,85;41,35;1087,46;10,38;5,24;0,28;0,971535499;0,55;0,769646746;143,19;1,1693;0,1235645192;0,6340799665;0,7477175148;0,2059250698;0,0123836625;0,0005668311;0,0066539695;0,0302255561;0,0018319079;0,0110036367
"570";"A9";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;34455,95298;1;53,52;13,38;71,36;10,704;27,6937456;64,72368;1,798272;1,784;0,892;0;4,386305;13;19,3;42,69;1181,46;10,16;5,24;0,25;1,07850098;0,56;0,208475191;89,49;1,1002;0,1152932189;0,6995831043;0,7131193741;0,1839971133;0,0116029138;0,0005698048;0,0086604133;0,0226812926;0,0018245915;0,0115472579
"571";"A9";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;35267,83587;1;53,52;13,38;71,36;10,704;27,6937456;60,12468;1,798272;1,784;0,892;0;4,51897;13;14,11;28,44;1124,21;10,75;4,07;0,18;0,625094694;0,4;0,1827704636;110,51;1,0938;0,1253065444;0,631343462;0,7638780991;0,1860242035;0,0070113701;0,0005680964;0,0090258217;0,0207780595;0,0019945643;0,0105411237
"572";"A9";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;35267,83587;1;40,14;13,38;71,36;10,704;250,6937456;64,8774;1,798272;1,784;0,892;0;4,325075;13;22,59;38,31;1009,24;11,59;6,37;0,24;1,421687276;0,71;0,044422829;100;1,0444;0,1089537175;0,6736228759;0,8204984597;0,2078156531;0,0166406543;0,0005518828;0,0084054729;0,028088452;0,00188155;0,0131082829
"573";"A9";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;27898,43733;1;40,14;13,38;71,36;10,704;250,6937456;64,15038;1,798272;1,784;0,892;0;4,467945;13;22,04;32;1224,92;10,28;5,03;0,2;0,999996916;0,61;0,298378866;111,05;0,97342;0,1082098697;0,5646923964;0,796828025;0,2142544793;0,0128126755;0,0005178914;0,0078311191;0,0330977692;0,0019263877;0,0130024264
"574";"A1";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;29861,23113;1;45,492;13,38;71,36;10,704;27,6937456;60,76728;0;1,784;0,892;0;4,435289;13;21,294;35,482;1157,658;11,298;5,748;0,274;1,0888735788;0,61;0,2185374728;115,706;1,1;0,11;0,54;1,13;0,23;0,002;0;0,005;0,023;0,003;0,008
"575";"A2";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;26979,49296;0,976;45,492;13,38;78,496;10,704;29,0067696;62,34102;0;1,784;0,892;0;4,365895;11,8;21,974;36,5;919,688;11,216;7,252;0,412;1,3791274928;0,696;0,3177879284;117,536;1,1;0,12;0,51;1,17;0,23;0,002;0;0,005;0,027;0,003;0,008
"576";"A3";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;33090,91911;1;45,492;13,38;64,224;10,704;26,3807216;55,93644;0;1,784;0,892;0;4,435289;13;20,522;36,084;1151,834;10,874;5,2;0,238;1,0076789332;0,552;0,2372387676;106,212;1;0,11;0,54;1,1;0,22;0,002;0;0,008;0,024;0,003;0,01
"577";"A4";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;20395,21194;0,988;42,816;13,38;64,224;10,704;26,3807216;61,57494;0;1,784;0,892;0;4,429166;12,4;23,388;36,398;1057,656;11,81;5,974;0,466;1,2655224162;0,68;2,262240388;107,09;1;0,13;0,57;1,02;0,22;0,003;0,001;0,006;0,027;0,003;0,008
"578";"A5";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;27157,92876;1;42,816;13,38;71,36;10,704;72,2937456;63,22428;0;1,784;0,892;0;4,443453;13;21,424;33,494;1086,798;11,178;5,612;0,24;0,7940250168;0,602;2,2739429254;122,934;1;0,12;0,55;1,03;0,23;0,003;0;0,01;0,033;0,003;0,013
"579";"A6";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;30102,11946;1;42,816;13,38;71,36;10,704;116,8937456;64,39608;0;1,784;0,892;0;4,43733;13;22,21;37,076;1182,474;11,944;6,154;0,314;0,951940093;0,638;0,2950047746;131,772;1;0,12;0,53;1,06;0,23;0,003;0;0,007;0,041;0,003;0,009
"580";"A7";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;17897,11074;0,988;45,492;13,38;64,224;10,704;26,3807216;60,31494;0;1,784;0,892;0;4,447535;12,4;23,494;33,856;1026,956;10,676;5,892;0,3;1,2753419314;0,676;2,262240388;101,114;1;0,12;0,54;1,03;0,23;0,003;0;0,006;0,033;0,003;0,009
"581";"A8";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;17575,9263;1;32,112;13,38;57,088;10,704;25,0676976;57,9852;0;1,784;0,892;0;4,472027;13;21,28;31,106;1141,006;10,964;4,87;0,272;0,8408178072;0,494;2,3931759938;112,774;0,9;0,11;0,6;1,01;0,21;0,003;0;0,008;0,031;0,003;0,011
"582";"A9";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;21474,74853;1;40,14;13,38;64,224;10,704;26,3807216;61,614;0;1,784;0,892;0;4,439371;13;23,048;34,816;1128,058;11,616;5,606;0,3;1,1949454822;0,604;2,427661685;110,002;1;0,11;0,55;1,03;0,23;0,003;0;0,006;0,034;0,003;0,009
"583";"A10";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;18700,07184;1;34,788;13,38;57,088;10,704;25,0676976;63,02142;0;1,784;0,892;0;4,453658;13;22,174;32,386;1195,444;11,954;5,44;0,304;1,1257664936;0,554;2,3367299136;113,138;1;0,11;0,52;1,11;0,22;0,003;0;0,006;0,051;0,003;0,009
"584";"A11";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;21688,87149;1;32,112;13,38;57,088;10,704;25,0676976;65,82996;0;1,784;0,892;0;4,476109;13;20,334;29,956;1098,636;10,558;4,832;0,252;0,8049706318;0,472;2,4717683688;116,502;0,9;0,11;0,6;0,99;0,22;0,003;0;0,008;0,041;0,003;0,011
"585";"B1";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;27140,08518;1;45,492;13,38;71,36;10,704;27,6937456;62,34102;0;1,784;0,892;0;4,423043;13;22,814;35,754;1128,836;11,396;6,096;0,282;1,0412052796;0,666;0,1640691688;115,238;1;0,11;0,53;0,97;0,21;0,002;0;0,007;0,022;0,003;0,009
"586";"B2";"Organic";"Organic";"Ben Lear";15,0472527472527;647,5;48;36659,63511;0,988;42,816;13,38;78,496;10,704;29,0067696;54,69912;0;1,784;0,892;0;4,418961;12,4;20,284;38,314;996,136;10,574;5,886;0,25;1,5467139028;0,638;0,240612859;105,456;1,1;0,1;0,53;1,17;0,2;0,002;0;0,005;0,026;0,002;0,008
"587";"B3";"Organic";"Organic";"Ben Lear";15,0472527472527;647,5;48;31163,81247;1;45,492;13,38;49,952;10,704;23,7546736;54,69912;0;1,784;0,892;0;4,453658;13;22,344;33,824;1174,706;11,896;5,812;0,276;0,8074660748;0,594;0,2372387676;116,168;1;0,1;0,57;1,15;0,2;0,002;0;0,006;0,024;0,002;0,009
"588";"B4";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;29004,73929;1;48,168;13,38;64,224;10,704;26,3807216;57,1851;0;1,784;0,892;0;4,449576;13;21,566;32,748;1144,444;11,726;5,848;0,256;0,731926589;0,608;0,2372387676;117,268;1;0,09;0,51;1,04;0,2;0,002;0;0,008;0,023;0,003;0,01
"589";"B5";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;26774,29179;1;42,816;13,38;78,496;10,704;73,6067696;61,86852;0;1,784;0,892;0;4,435289;13;21,282;33,498;1127,932;10,688;5,72;0,262;1,0406337276;0,606;0,3177879284;116,13;1;0,11;0,49;1;0,23;0,002;0;0,006;0,031;0,003;0,009
"590";"C1";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;43609,70952;1;40,14;13,38;64,224;10,704;26,3807216;72,18036;0;1,784;0,892;0;4,449576;13;22,864;37,434;1186,54;12,938;5,862;0,292;1,5040458966;0,654;0,240612859;123,756;1;0,11;0,49;1;0,23;0,002;0;0,006;0,031;0,003;0,009
"591";"C2";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;23312,63727;1;37,464;13,38;57,088;10,704;25,0676976;61,44516;0;1,784;0,892;0;4,47815;13;24,638;33,37;1227,482;12,564;6,206;0,324;0,9229455554;0,666;2,427661685;127,396;1,1;0,12;0,47;1,23;0,25;0,002;0;0,008;0,029;0,004;0,011
"592";"C3";"Organic";"Organic";"Stevens";15,0472527472527;647,5;48;35696,08179;0,988;42,816;13,38;78,496;10,704;29,0067696;42,22134;0;1,784;0,892;0;4,418961;12,4;20,284;38,314;996,136;10,574;5,886;0,25;1,5467139028;0,638;0,2547220366;105,456;1,1;0,1;0,45;1,02;0,2;0,001;0;0,005;0,016;0,003;0,007
"593";"C4";"Organic";"Organic";"Stevens";15,0472527472527;647,5;48;34928,80785;1;48,168;13,38;78,496;10,704;29,0067696;42,22134;0;1,784;0,892;0;4,435289;13;21,8;37,388;1161,51;11,55;5,9;0,296;1,4368697242;0,646;0,2547220366;113,236;1,1;0,1;0,49;1,13;0,22;0,002;0;0,006;0,017;0,003;0,008
"594";"C5";"Organic";"Organic";"Stevens";15,0472527472527;647,5;48;37141,41177;1;42,816;13,38;71,36;10,704;27,6937456;45,74304;0;1,784;0,892;0;4,443453;13;21,6;36,752;1197,384;11,836;5,544;0,262;1,5107822468;0,61;0,0921939842;115,764;1;0,09;0,47;1,14;0,22;0,002;0;0,009;0,022;0,003;0,012
"595";"D1";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;20761,00533;0,976;42,816;13,38;64,224;10,704;26,3807216;61,59888;0;1,784;0,892;0;4,445494;11,8;22,988;34,702;890,494;10,188;5,51;0,466;1,4476003356;0,686;2,262240388;92,362;0,9;0,12;0,52;0,98;0,22;0,003;0;0,005;0,029;0,003;0,007
"596";"D2";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;21510,43569;1;37,464;13,38;64,224;10,704;26,3807216;65,16846;0;1,784;0,892;0;4,447535;13;22,294;35,072;1194,844;11,518;5,646;0,308;1,0358000168;0,596;2,262240388;113,916;0,9;0,11;0,56;0,97;0,22;0,003;0;0,006;0,026;0,002;0,009
"597";"D3";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;18298,59129;0,988;45,492;13,38;64,224;10,704;26,3807216;63,6741;0;1,784;0,892;0;4,447535;12,4;23,494;33,856;1026,956;10,676;5,892;0,466;1,2753419314;0,676;2,262240388;101,114;1;0,12;0,55;1,02;0,23;0,002;0;0,007;0,028;0,002;0,009
"598";"D4";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;25266,50928;1;42,816;13,38;78,496;10,704;29,0067696;62,94834;0;1,784;0,892;0;4,439371;13;23,734;35,11;1122,792;11,822;6,276;0,31;1,1644504012;0,7;2,4147621122;119,474;1;0,11;0,55;1,07;0,23;0,003;0;0,006;0,032;0,003;0,009
"599";"D5";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;21439,06137;0,988;42,816;13,38;64,224;10,704;26,3807216;66,1941;0;1,784;0,892;0;4,429166;12,4;23,388;36,398;1057,656;11,81;5,974;0,466;1,2655224162;0,68;0,1295834776;107,09;1;0,12;0,59;1;0,23;0,003;0;0,006;0,025;0,002;0,008
"600";"D6";"Organic";"Organic";"Ben Lear";15,0472527472527;647,5;48;17718,67494;0,976;42,816;13,38;64,224;10,704;26,3807216;56,57274;0;1,784;0,892;0;4,445494;11,8;22,988;34,702;890,494;10,188;5,51;0,466;1,4476003356;0,686;2,262240388;92,362;0,9;0,11;0,6;1,13;0,22;0,003;0;0,005;0,032;0,003;0,008
"601";"D7";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;20047,26213;1;40,14;13,38;64,224;10,704;26,3807216;52,8444;0;1,784;0,892;0;4,439371;13;23,048;34,816;1128,058;11,616;5,606;0,3;1,1949454822;0,604;2,262240388;110,002;0,9;0,12;0,63;1,03;0,23;0,003;0;0,005;0,048;0,003;0,009
"602";"D8";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;19726,07769;0,976;42,816;13,38;64,224;10,704;26,3807216;64,78038;0;1,784;0,892;0;4,445494;11,8;22,988;34,702;890,494;10,188;5,51;0,444;1,4476003356;0,686;2,262240388;92,362;0,9;0,11;0,6;1,04;0,21;0,003;0;0,005;0,037;0,003;0,007
"603";"D9";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;23580,29097;1;40,14;13,38;64,224;10,704;26,3807216;62,7165;0;1,784;0,892;0;4,443453;13;22,102;33,666;1085,688;11,21;5,568;0,28;1,1590983068;0,582;2,4147621122;113,73;1;0,12;0,56;1,09;0,23;0,003;0;0,006;0,037;0,003;0,009
"604";"D10";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;25980,25248;0,979310344827586;44,31984;17,6543;88,38982;9,5561;83,29986048;62,74044;0;1,8374;0,7136;0;4,5017;13,4;39,074;94,498;1122,348;24,232;8,914;0,682;1,3466343444;0,884;2,320832763;136,378;1;0,12;0,56;1,01;0,23;0,003;0;0,005;0,04;0,003;0,008
"605";"D11";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;23089,59252;1;41,59584;17,6193;74,7701;9,5511;80,26877248;64,81566;0;1,7982;0,7136;0;4,515987;13,4;44,5;80,132;1167,83;23,944;9,03;0,522;1,6609386438;0,894;2,3167299136;135,704;1;0,11;0,59;0,99;0,22;0,003;0;0,005;0,043;0,003;0,008
"606";"E1";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;25337,8836;1;45,492;13,38;78,496;10,704;29,0067696;59,74164;0;1,784;0,892;0;4,443453;13;24,674;35,736;1141,754;12,204;6,5;0,316;1,1376413778;0,748;0,2821052018;120,608;1;0,11;0,63;0,99;0,22;0,003;0;0,006;0,024;0,002;0,01
"607";"E2";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;21421,21779;0,976;45,492;13,38;78,496;10,704;29,0067696;65,86398;0;1,784;0,892;0;4,425084;11,8;24,012;37,146;950,638;10,976;6,226;0,416;1,4222700986;0,732;0,1295834776;99,098;1;0,1;0,63;0,98;0,21;0,003;0;0,005;0,022;0,002;0,008
"608";"E3";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;22018,97772;1;37,464;13,38;64,224;10,704;26,3807216;59,1381;0;1,784;0,892;0;4,447535;13;22,294;35,072;1194,844;11,518;5,646;0,308;1,0358000168;0,596;2,262240388;113,916;1;0,11;0,63;1,02;0,23;0,003;0;0,006;0,03;0,003;0,009
"609";"E4";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;22616,73765;1;37,464;13,38;64,224;10,704;26,3807216;64,01934;0;1,784;0,892;0;4,45774;13;21,848;34,052;1196,872;11,194;5,706;0,298;1,033427128;0,588;0,2833022372;121,914;1;0,13;0,69;0,96;0,21;0,003;0;0,005;0,026;0,002;0,009
"610";"E5";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;24338,64312;1;34,788;13,38;78,496;10,704;29,0067696;63,08316;0;1,784;0,892;0;4,439371;13;21,526;35,63;1146,558;11,218;5,574;0,286;1,0763040746;0,554;2,4147621122;118,54;0,9;0,13;0,65;0,95;0,23;0,003;0;0,006;0,041;0,003;0,009
"611";"E6";"Organic";"Sand";"Pilgrim";15,0472527472527;647,5;48;28005,49881;1;45,492;13,38;71,36;10,704;27,6937456;63,66528;0;1,784;0,892;0;4,423043;13;22,814;35,754;1128,836;11,396;6,096;0,282;1,0412052796;0,666;0,2185374728;115,238;1;0,11;0,58;0,93;0,2;0,002;0;0,006;0,022;0,003;0,009
"612";"E7";"Organic";"Sand";"Pilgrim";15,0472527472527;647,5;48;34937,72964;1;45,492;13,38;64,224;10,704;26,3807216;65,7342;0;1,784;0,892;0;4,435289;13;22,168;37,482;1146,32;11,476;5,462;0,264;1,3673548412;0,61;0,240612859;106,028;1;0,11;0,57;0,94;0,2;0,003;0;0,008;0,023;0,002;0,011
"613";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;6316,62732;0,94;0;13,38;71,36;10,704;27,6937456;9,7902;1,798272;1,784;0,892;0;4,447535;10;30,84;39,3;1002,02;10,21;9,18;0,37;1,381707027;0,76;0,1867024568;85,01;0,47549;0,1030908495;0,5396370067;0,5761291203;0,1374353364;0,0106797044;0,0005044462;0,0180173731;0,0647295864;0,0017656838;0,0192054466
"614";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;2185,83855;0,94;0;13,38;71,36;10,704;27,6937456;9,7902;1,798272;1,784;0,892;0;4,66184;10;30,28;24,56;984,12;7,83;6,31;0,26;0,672317451;0,99;0,065620072;57,04;0,55194;0,1085510365;0,5967327173;0,6897537882;0,1635058023;0,012320725;0,0005008165;0,0128134039;0,0638634592;0,0017802283;0,0138863474
"615";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;21251,70378;0,94;13,38;13,38;71,36;10,704;27,6937456;9,7902;1,798272;1,784;0,892;0;4,27405;10;24,93;34,92;552,68;11,33;7,92;0,26;1,314669549;0,8;0,426229738;93,18;0,73894;0,102679253;0,6142383247;0,7440683352;0,1669860751;0,0148650143;0,0004931188;0,0143000104;0,0567596544;0,0017333016;0,0203357377
"616";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;21055,4244;0,94;13,38;13,38;71,36;10,704;27,6937456;9,7902;1,798272;1,784;0,892;0;4,49856;10;34,3;47,12;629,61;9,1;8,88;0,17;0,855962242;1,09;0,078884123;109,2;0,79523;0,0989903733;0,6338175085;0,7177664083;0,1679420883;0,0153407796;0,0004735828;0,0077704045;0,0528885096;0,0017828701;0,0104505245
"617";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;30566,05254;0,94;26,76;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,325075;10;19,52;35,21;491,94;9,12;9,16;0,15;0,755713559;0,73;0,055025293;108,66;0,84102;0,0954358916;0,6473057622;0,6755458208;0,1494983408;0,0105969346;0,0004158558;0,0083551594;0,0321994461;0,0015016497;0,0123359169
"618";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;27488,03499;0,94;26,76;13,38;71,36;10,704;27,6937456;9,7902;1,798272;1,784;0,892;0;4,39651;10;32,1;39,23;509,03;10,61;9,96;0,26;2,114421857;1,11;0,307753058;91,23;0,94049;0,1046066093;0,6113574763;0,757329714;0,181407674;0,0116956109;0,0005040008;0,0065752128;0,0349131088;0,0019262815;0,0131223288
"619";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;34527,3273;0,94;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,345485;10;19,99;40,76;516,4;8,51;7,56;0,22;1,505036517;0,65;0,167894931;91,89;1,0418;0,1233379062;0,6872172363;0,5539970153;0,1451765075;0,0118688588;0,0004876229;0,0061214298;0,0273558006;0,0014901863;0,0093221168
"620";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;23410,77696;0,94;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,29446;10;22,49;32,02;470,21;10,15;11,98;0,17;1,477789936;1,06;0,098265901;104,35;1,0702;0,1119418135;0,6620206258;0,6164513689;0,1571983652;0,0109720847;0,0004654629;0,0053939504;0,026124959;0,0013489868;0,0096418404
"621";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;46625,27454;0,94;53,52;13,38;71,36;10,704;27,6937456;0;2,01406464;1,784;0,892;0;4,27405;10;16,01;31,85;437,08;7,63;6,86;0,09;1,124804682;0,61;0,209656778;82,63;1,2498;0,1347292117;0,7953649255;0,5725895393;0,1635362021;0,0119008153;0,0005089757;0,0065314715;0,0199130982;0,0014538446;0,0109446453
"622";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;40094,52426;0,94;53,52;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,447535;10;21,62;26,93;466,07;7,48;5,81;0,03;0,813618785;0,65;0,134016534;72,02;1,1416;0,1202146183;0,6862286134;0,5886381882;0,1656287687;0,0075602342;0,0004969013;0,0054440403;0,0254543976;0,001524766;0,0093326471
"623";"10";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;27104,39802;0,94;0;13,38;71,36;10,704;27,6937456;58,9302;1,798272;1,784;0,892;0;4,35569;10;20,8;32,27;409,28;7,8;5,95;0,03;0,614697259;0,67;0,114499615;67,06;0,61958;0,0852513011;0,6141487446;0,5610848794;0,1439330892;0,0175695223;0,0003083034;0,006117668;0,0120354379;0,0011814536;0,0069848132
"624";"10";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;18369,96561;0,94;0;13,38;71,36;10,704;27,6937456;58,9302;1,798272;1,784;0,892;0;4,386305;10;22,36;27,26;499,52;7,84;9,18;0,1;0,786537189;0,79;0,0755595366;100,62;0,63122;0,090481239;0,6721189415;0,4993260312;0,1395285106;0,0163670683;0,000335693;0,0055066317;0,0151609877;0,0009977678;0,0068271394
"625";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;38604,58533;0,94;40,14;13,38;71,36;10,704;250,6937456;2,4255;1,798272;1,784;0,892;0;4,304665;10;19,36;37,44;488,21;8,33;8,39;0,03;2,70823405;0,77;0,059625131;104,77;1,0479;0,1095718704;0,6235210003;0,6883113858;0,1706484519;0,0091540462;0,0004247633;0,0066572187;0,0242914611;0,0015014706;0,0100063168
"626";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;29887,9965;0,94;40,14;13,38;71,36;10,704;250,6937456;2,4255;1,798272;1,784;0,892;0;4,365895;10;18,47;30,49;538,95;6,87;7,16;0,03;2,624300061;0,65;0,06021169;86,32;1,0915;0,1158500765;0,7096820729;0,5451834723;0,1569040119;0,0091601539;0,0005521159;0,0053484818;0,0164883404;0,0013122186;0,0107784431
"627";"10";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;25783,9731;0,94;53,52;13,38;71,36;10,704;27,6937456;58,9302;1,798272;1,784;0,892;0;4,29446;10;18,35;29,4;441,29;8,48;8,34;0,02;1,301642352;0,66;0,114968717;95,08;1,1258;0,1216325443;0,6471309132;0,6278010512;0,157863032;0,0091114951;0,0004565487;0,0063435537;0,0220539605;0,0017914417;0,0077979263
"628";"10";"Organic";"Sand";"Stevens";15,0472527472527;647,5;48;18940,96017;0,94;53,52;13,38;71,36;10,704;27,6937456;58,9302;1,798272;1,784;0,892;0;4,49856;10;25,5;29,55;540,19;6,88;6,07;0,652;1,733105109;0,81;0,007038125;69,25;1,1125;0,1268946817;0,7130108894;0,6869609279;0,1616227639;0,0072933336;0,0005078647;0,0047891763;0,0225281204;0,0018286334;0,0060880595
"629";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;33974,17632;0,94;40,14;13,38;0;10,704;14,5635056;0;1,798272;1,784;0,892;0;4,45774;10;23,45;28,59;451,05;6,12;5,7;0;0,91044364;0,69;0,021147727;52,59;0,90377;0,1140777028;0,535546834;0,6793658702;0,1578088731;0,0053657679;0,0004107863;0,0070389199;0,0263074317;0,0017477155;0,0093655183
"630";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;23598,13455;0,94;40,14;13,38;0;10,704;14,5635056;0;1,798272;1,784;0,892;0;4,35569;10;25,12;39,7;531,63;7,79;8,38;0,17;2,952662798;0,85;0,618067941;119,15;1,1497;0,1205501664;1,051937844;0,6007890942;0,1619037115;0,007905198;0,0005003143;0,0048811501;0,0206544172;0,0016772759;0,0081156417
"631";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;39853,63593;0,94;40,14;13,38;35,68;10,704;21,1286256;0;1,798272;1,784;0,892;0;4,427125;10;21,68;24,15;518,79;7,6;5,64;0,08;3,43666331;0,73;0,254075826;73,86;1,1049;0,121150299;0,7010458065;0,6827181053;0,165618586;0,0120900523;0,0004737851;0,0066493465;0,027259469;0,0016198359;0,0114643368
"632";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;32867,87436;0,94;40,14;13,38;35,68;10,704;21,1286256;0;1,798272;1,784;0,892;0;4,386305;10;30,46;34,23;493,66;9,01;7,87;0,17;2,346365167;1,02;0,062204441;86,4;1,1084;0,1136054938;0,6388353794;0,6844986416;0,1801693396;0,008497269;0,0005456104;0,00647683;0,0346920918;0,0016924744;0,0099213088
"633";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;33760,05336;0,94;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,31487;10;23,99;54,65;586,74;11,11;8,27;0,28;1,964302503;0,81;0,208048088;94,27;0,95834;0,1072587256;0,6348435106;0,6683863289;0,157842677;0,0098883696;0,0004297901;0,0072032281;0,0273276815;0,0016467453;0,0107071751
"634";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;31832,94672;0,94;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,43733;10;20,59;29,4;527,28;8,81;5,45;0,18;0,949057102;0,55;0,044431719;69,79;1,0994;0,1101257602;0,6646379131;0,6935650437;0,169775239;0,0083746792;0,0004796531;0,0064254347;0,0251087973;0,0016725992;0,010261171
"635";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;47910,0123;0,94;40,14;13,38;107,04;10,704;34,2588656;0;1,798272;1,784;0,892;0;4,284255;10;16,65;32,89;467,24;8,39;7,22;0,18;1,184079587;0,52;0,128439772;94,17;1,123;0,1138260036;0,7010614992;0,6471464734;0,1645241449;0,0106547948;0,0004241241;0,0057238279;0,0241201337;0,0014389293;0,0089328861
"636";"10";"Conventional";"Sand";"Stevens";15,0472527472527;647,5;48;32671,59498;0,94;40,14;13,38;107,04;10,704;34,2588656;2,4255;2,22985728;1,784;0,892;0;4,45774;10;23,38;40,738;515,27;9,528;7,414;0,222;1,6225802954;0,75;0,1285283156;86,818;1,1031;0,1050013124;0,7004387665;0,6218852083;0,1501834255;0,0092202539;0,0004235529;0,0063555015;0,0269410422;0,0013906544;0,010184404
