Ferme;Regie;Latitude;Longitude;Municipalite;Champs;Annee_implantation;Annee_labo;Variete;Etat;Rendement_lbs_par_ac;Rendement_plus1_lbs_par_ac;;Foliaire_Azote_%;Foliaire_Phosphore_%;Foliaire_Potassium_%;Foliaire_Magnesium_%;Foliaire_Calcium_%;Foliaire_Bore_ppm;T-Soufre (?);Foliaire_Cuivre_ppm;Foliaire_Zinc_ppm;Foliaire_Manganese_ppm;Foliaire_Fer_ppm;Foliaire_Aluminium_ppm;Foliaire_Sodium_%;T-Molybdene (?);Sol_pH_eau;Sol_pH_tampon;Sol_Phosphore_kg_par_ha);Sol_Potassium_kg_par_ha;Sol_Magnesium_kg_par_ha;Sol_Calcium_kg_par_ha;Sol_Aluminium_ppm;Sol_Matiere_organique_%;Sol_Zinc_ppm;Sol_Cu_ppm;Sol_Bore_ppm;Sol_Manganese_ppm;Sol_Fer_ppm;Sol_Sodium_kg_par_ha;Dose_N_lbs_par_ac;Dose_P2O5_lbs_par_ac;Dose_K2O_lbs_par_ac;Dose_MgO_lbs_par_ac;Dose_SO3_lbs_par_ac;Dose_Ca_lbs_par_ac;Dose_Cl_lbs_par_ac;Dose_Zn_lbs_par_ac;Dose_Cu_lbs_par_ac;Dose_B_lbs_par_ac;Dose_Fe_lbs_par_ac;Dose_Mn_lbs_par_ac;Dose_Mo_lbs_par_ac
Atocas St-Louis;Biologique;46,1406;72,0238;Saint-Louis de Blandford ;E02;2010;2018;Stevens;P;26129,81818;22234,01193;;1;0,11;0,66;0,2;0,88;49,3;;2,8;20,9;175,5;37;82;0,02;;4,7;6,4;73;48;11,25;75;1638;1,6;0,8;1,99;0,5;1,5;187,99;31;;;;;;;;;;;;;
Atocas St-Louis;Biologique;46,1406;72,0241;Saint-Louis de Blandford ;E03;2010;2018;Stevens;P;22306,88031;22334,30019;;1,1;0,12;0,73;0,22;0,91;52;;3,1;21,8;213,2;37,8;91;0,02;;4,8;6,4;55;33;11,25;75;1436;2,2;0,3;1,32;0,5;1,5;179,74;31;;;;;;;;;;;;;
Atocas St-Louis;Biologique;46,1406;72,0243;Saint-Louis de Blandford ;E04;2010;2018;Stevens;P;11656,36732;23541,84085;;1;0,11;0,66;0,2;0,96;45,6;;3,6;26,1;180,6;39,8;94;0,0075;;4,9;6,5;90;65;11,25;75;1368;1,7;1,6;2,98;0,5;1,5;210,29;33;;;;;;;;;;;;;
Atocas St-Louis;Biologique;46,1416;72,0241;Saint-Louis de Blandford ;F03;2010;2018;Stevens;P;15647,73774;25983,33522;;1,1;0,12;0,75;0,24;1,06;47,5;;3,2;20,1;324,9;38,8;94;0,0075;;4,7;6,2;84;38;11,25;75;1477;2;1;2,17;0,5;1,5;186,72;30;;;;;;;;;;;;;
Atocas St-Louis;Biologique;46,1415;72,0243;Saint-Louis de Blandford ;F04;2010;2018;Stevens;P;19657,08741;22871,00802;;1,1;0,13;0,62;0,25;1,3;66,8;;3,2;23,1;383,7;36,7;85;0,0075;;4,6;6,7;82;40;11,25;75;1322;1,2;0,3;1,56;0,5;1,5;204,34;26;;;;;;;;;;;;;
Atocas St-Louis;Biologique;46,1406;72,0221;Saint-Louis de Blandford ;G01;2010;2018;Stevens;P;28557,53333;21642,24167;;1,1;0,11;0,59;0,22;0,99;48,4;;3,7;17,6;233,4;51,5;86;0,0075;;4,6;6,5;137;42;11,25;75;1008;0,9;1,2;1,43;0,4;1,5;131,17;26;;;;;;;;;;;;;
Atocas St-Louis;Biologique;46,1407;72,0221;Saint-Louis de Blandford ;G02;2010;2018;Stevens;P;26686,74569;16470,1177;;1,2;0,12;0,59;0,22;1,09;66,2;;3,2;20,3;224,9;48;89;0,0075;;4,6;6,5;148;52;11,25;75;1179;1,7;1,6;3,27;0,6;1,5;166,35;28;;;;;;;;;;;;;
Atocas St-Louis;Biologique;46,1409;72,0221;Saint-Louis de Blandford ;G03;2010;2018;Stevens;P;27253,55737;16702,97546;;1,2;0,13;0,61;0,24;1,18;58,3;;3,9;23,7;326,8;57,6;108;0,0075;;4,8;6,5;120;37;11,25;75;1104;1,2;0,9;1,18;0,4;1,5;154,36;27;;;;;;;;;;;;;
Atocas St-Louis;Biologique;46,1411;72,0221;Saint-Louis de Blandford ;G04;2010;2018;Stevens;P;24323,3989;17445,32468;;1,2;0,12;0,61;0,23;1,1;50,7;;3,8;19,8;263,4;53,7;102;0,0075;;4,6;6,6;94;60;11,25;75;1038;1,3;1,5;1,07;0,5;1,5;168,1;30;;;;;;;;;;;;;
Atocas St-Louis;Biologique;46,1412;72,0222;Saint-Louis de Blandford ;G05;2017;2018;Demoranville;S;;8811,95625;;1,1;0,15;0,5;0,21;1,18;34,3;;4,8;34,7;394,1;58;116;0,0075;;5;6,8;58;11,25;11,25;75;1017;0,7;0,3;0,25;0,4;1,5;120,27;25;;;;;;;;;;;;;
Atocas St-Louis;Biologique;46,1414;72,0221;Saint-Louis de Blandford ;G06;2017;2018;Demoranville;S;;10624,33563;;1;0,13;0,47;0,21;1,05;31,8;;3,9;31,1;260,2;103,6;167;0,0075;;5,7;6,3;26;46;11,25;918;1718;4,5;1;0,15;0,5;1,5;129,93;35;;;;;;;;;;;;;
Atocas St-Louis;Biologique;46,1352;72,0228;Saint-Louis de Blandford ;A01;2008;2019;Pilgrim;P;21319,25709;13120,51903;;1,1;0,13;0,64;0,23;1;29,6;;3,9;26,8;293;48,2;82;0,0075;;4,6;5,5;113;81;28;231;1678;3,7;1,7;5,56;0,4;2,2;199,48;49;48,6972;31,899;118,6245;4,557;305,40365;57,4182;0;0,36456;1,8966;0;0;0;0
Atocas St-Louis;Biologique;46,1352;72,023;Saint-Louis de Blandford ;A02;1995;2019;Stevens;P;25078,2078;11178,48;;1;0,13;0,56;0,22;0,88;31,2;;3,8;19,3;351,7;47,7;81;0,0075;;4,4;5,8;397;112;40;270;1506;3,3;2,4;3,86;0,5;3,4;241,81;62;45,2784;33,0155;122,865;4,7165;308,49275;59,4279;0;0,37732;2,001;0;0;0;0
Atocas St-Louis;Biologique;46,1352;72,0232;Saint-Louis de Blandford ;A03;1996;2019;Stevens;P;21927,70294;9424,604314;;1,1;0,13;0,56;0,22;0,85;30,2;;3,3;17,5;572,4;47,1;75;0,0075;;4,4;5,8;400;99;36;230;1429;2,9;1,9;2,7;0,4;2,8;187,67;54;45,8016;33,397;123,0185;4,771;304,14645;60,1146;0;0,38168;2,0358;0;0;0;0
Atocas St-Louis;Biologique;46,1352;72,0234;Saint-Louis de Blandford ;A04;1997;2019;Stevens;P;22679,87668;17078,49447;;1,2;0,16;0,71;0,23;0,81;33,6;;3,6;22;502,1;34,2;73;0,0075;;4,3;6,1;465;106;35;257;1366;3;2,1;3,38;0,5;3,1;229,14;59;43,6608;31,836;121,7448;4,548;303,76736;57,3048;0;0,36384;2,11584;0;0;0;0
Atocas St-Louis;Biologique;46,1352;72,0236;Saint-Louis de Blandford ;A05;1998;2019;Stevens;P;26519,73313;12923,87875;;1,1;0,11;0,52;0,2;0,77;29,6;;3,3;18,4;346,8;30,8;61;0,0075;;4,5;6;383;91;31;229;1332;2,4;2;2,76;0,5;2,4;232,44;60;44,328;32,3225;128,6957;4,6175;309,76774;58,1805;0;0,3694;2,16456;0;0;0;0
Atocas St-Louis;Biologique;46,1352;72,0238;Saint-Louis de Blandford ;A06;2000;2019;Stevens;P;25137,83;10983,99625;;1;0,1;0,51;0,19;0,72;28;;2,9;15,5;235,1;37,4;65;0,0075;;4,5;6,2;199;84;27;204;1459;1,9;2;1,92;0,5;2;229,73;48;43,9488;32,046;123,2621;4,578;308,28147;57,6828;0;0,36624;2,05668;0;0;0;0
Atocas St-Louis;Biologique;46,1352;72,0241;Saint-Louis de Blandford ;A07;2000;2019;Pilgrim;P;27556,32521;6694,983058;;1,2;0,13;0,54;0,22;0,89;30;;3,4;21,7;261,5;92,3;119;0,0075;;4,5;6;307;82;27;192;1331;2,1;1,7;2,26;0,5;1,5;273,65;58;49,5564;32,5255;131,5957;4,6465;313,18224;58,5459;0;0,37172;2,33856;0;0;0;0
Atocas St-Louis;Biologique;46,1352;72,0243;Saint-Louis de Blandford ;A08;2002;2019;Pilgrim;P;23676,05449;12137,33745;;1,1;0,11;0,57;0,19;0,77;28;;3,4;18,4;218,6;34;57;0,0075;;4,3;5,8;400;133;50;316;1175;3,5;3;4,7;0,4;3,5;308,24;51;47,9484;31,353;126,3204;4,479;311,52178;56,4354;0;0,35832;2,20632;0;0;0;0
Atocas St-Louis;Biologique;46,1343;72,0228;Saint-Louis de Blandford ;B01;1995;2019;Stevens;P;19897,40632;7177,895257;;;;;;;;;;;;;;;;4,4;5,9;366;128;42;268;1453;4,2;3,3;2,78;0,3;3,3;276,24;43;43,2384;31,528;129,8227;4,504;301,35489;56,7504;0;0,36032;2,49516;0;0;0;0
Atocas St-Louis;Biologique;46,1343;72,023;Saint-Louis de Blandford ;B02;1995;2019;Stevens;P;25215,0348;13972,7036;;1,1;0,1;0,42;0,18;0,74;23,3;;2,7;15,1;272,7;29,4;50;0,0075;;4,4;5,9;395;120;45;300;1469;3,9;2,7;3,87;0,5;3,4;234,52;50;39,9504;29,1305;123,4001;4,1615;301,34182;52,4349;0;0,33292;2,24808;0;0;0;0
Atocas St-Louis;Biologique;46,1342;72,0232;Saint-Louis de Blandford ;B03;1996;2019;Stevens;P;25857,1302;9275,76;;1,1;0,12;0,59;0,21;0,75;29,8;;3;18,1;309,4;33,8;62;0,0075;;4,3;6,1;346;106;45;270;1074;2,7;2,5;4,36;0,4;3,4;254,28;49;43,608;31,7975;122,019;4,5425;299,38755;57,2355;0;0,3634;2,1402;0;0;0;0
Atocas St-Louis;Biologique;46,1343;72,0234;Saint-Louis de Blandford ;B04;1997;2019;Stevens;P;27538,3176;12962,6764;;1,2;0,13;0,61;0,22;0,8;32,9;;3;18,6;412,9;38;69;0,0075;;4,5;6;317;95;28;215;1647;2,4;2;2,13;0,7;1,5;190,88;64;43,8048;31,941;110,3922;4,563;299,39004;57,4938;0;0,36504;2,12976;0;0;0;0
Atocas St-Louis;Biologique;46,1342;72,0236;Saint-Louis de Blandford ;B05;1998;2019;Ben Lear;P;27219,03571;9536,801984;;1,2;0,12;0,55;0,23;0,79;31,6;;3;17,4;298,4;32,6;62;0,0075;;4,3;5,7;395;113;37;224;1349;2,9;3;4,16;0,5;2,8;266,24;55;42,4512;30,954;131,3733;4,422;313,54831;55,7172;0;0,35376;2,23764;0;0;0;0
Atocas St-Louis;Biologique;46,1343;72,0238;Saint-Louis de Blandford ;B06;2000;2019;Ben Lear;P;26431,83471;10959,29412;;1;0,12;0,52;0,22;0,81;28,5;;3;16,3;251,1;35;60;0,0075;;4,3;5,9;298;101;33;198;1176;2,4;2,1;3,34;0,3;1,5;292,34;41;43,896;32,0075;124,5054;4,5725;308,95603;57,6135;0;0,3658;1,94532;0;0;0;0
Atocas St-Louis;Biologique;46,1342;72,0241;Saint-Louis de Blandford ;B07;2009;2019;Stevens;P;23941,44731;7043,471074;;1,1;0,11;0,55;0,23;0,86;28,1;;5,2;17,5;263;34,1;63;0,0075;;4,5;6,2;165;78;32;211;978;1,5;2,2;4,84;0,5;2,1;296,12;52;45,3408;33,061;130,0077;4,723;317,60189;59,5098;0;0,37784;2,14716;0;0;0;0
Atocas St-Louis;Biologique;46,1342;72,0243;Saint-Louis de Blandford ;B08;2009;2019;Stevens;P;19763,21715;14434,61116;;1,1;0,11;0,53;0,22;0,83;26,1;;4,1;15,4;219,2;37,7;83;0,0075;;4,6;6,2;134;63;28;219;933;2,4;1,7;4,01;0,4;1,5;252,45;45;45,2016;32,9595;130,5627;4,7085;315,61914;59,3271;0;0,37668;2,23416;0;0;0;0
Atocas St-Louis;Biologique;46,1338;72,0245;Saint-Louis de Blandford ;B09;2016;2019;Mullica Queen;P;37553,53019;19488,10849;;1,2;0,13;0,53;0,22;0,97;31,2;;3,9;28;216,9;36,8;93;0,0075;;4,8;6,2;97;53;19;146;1099;1,1;0,9;1,5;0,5;1,5;145,33;45;65,7072;47,9115;137,2549;6,8445;301,34068;86,2407;0;0,54756;2,10192;0;0;0;0
Atocas St-Louis;Biologique;46,1338;72,0247;Saint-Louis de Blandford ;B10;2016;2019;Mullica Queen;P;31071,70327;15580,04462;;1,3;0,12;0,51;0,23;0,96;32,3;;3,6;27,9;233,5;38,6;88;0,0075;;4,9;6,5;120;50;17;130;1341;1;1,2;1,34;0,5;1,5;102,58;40;69,3936;50,5995;143,3799;7,2285;303,47718;91,0791;0;0,57828;2,27592;0;0;0;0
Atocas St-Louis;Biologique;46,1333;72,0238;Saint-Louis de Blandford ;B11;2015;2019;Mullica Queen;P;47011,48647;13369,17294;;1,2;0,12;0,49;0,21;0,97;37,2;;3,9;32,6;205,4;65;122;0,0075;;4,8;6,4;105;68;23;154;1257;1,4;1,6;2,03;0,5;1,5;206,63;45;66,1488;48,2335;136,9005;6,8905;310,9906;86,8203;0;0,55124;2,0184;0;0;0;0
Atocas St-Louis;Biologique;46,1333;72,0241;Saint-Louis de Blandford ;B12;2009;2019;Stevens;P;24002,6286;7560,9336;;1,1;0,12;0,53;0,23;0,9;31;;3,5;19,2;260,6;56;83;0,0075;;4,7;6,2;99;76;27;202;1407;2,2;1,8;3,86;0,5;2,2;286,72;48;45,12;32,9;132,6875;4,7;306,56125;59,22;0;0,376;2,175;0;0;0;0
Atocas St-Louis;Biologique;46,1333;72,0243;Saint-Louis de Blandford ;B13;2009;2019;Stevens;P;25382,4;12426,7436;;1,1;0,12;0,58;0,22;0,77;35,3;;3,6;19,1;263,9;31;61;0,0075;;4,8;6,2;119;85;28;202;1155;2;2;3,63;0,5;2;316,18;52;43,7376;31,892;128,8192;4,556;306,33944;57,4056;0;0,36448;2,19936;0;0;0;0
Atocas St-Louis;Biologique;46,1353;72,0224;Saint-Louis de Blandford ;C01;2005;2019;Pilgrim;P;26015,56842;13265,83895;;1,1;0,12;0,57;0,22;0,86;27,8;;3,7;21,6;261,4;43,5;76;0,0075;;4,6;6,2;294;101;41;218;1082;3,1;2;3,41;0,4;2,3;194,5;52;42,2304;30,793;105,3436;4,399;305,44702;55,4274;0;0,35192;1,41288;0;0;0;0
Atocas St-Louis;Biologique;46,1353;72,0222;Saint-Louis de Blandford ;C02;2005;2019;Pilgrim;P;25242,54632;11961,89158;;0,9;0,1;0,47;0,2;0,71;27,1;;6,8;19;224,6;667,8;760;0,02;;4,5;6;259;85;31;205;1181;2,9;1,6;3,16;0,5;1,5;190,48;53;42,4368;30,9435;113,0642;4,4205;285,75019;55,6983;0;0,35364;2,11236;0;0;0;0
Atocas St-Louis;Biologique;46,1353;72,022;Saint-Louis de Blandford ;C03;2005;2019;Pilgrim;P;24843,51105;13822,18982;;1;0,12;0,58;0,21;0,79;27,3;;4,6;20,9;181,8;59,1;122;0,0075;;4,5;6,1;343;128;53;328;1098;2,2;2,6;4,74;0,5;3,4;247,89;63;44,2512;32,2665;116,211;4,6095;305,76645;58,0797;0;0,36876;2,0358;0;0;0;0
Atocas St-Louis;Biologique;46,1353;72,0218;Saint-Louis de Blandford ;C04;2005;2019;Pilgrim;P;24412,46947;10031,35404;;1,1;0,12;0,63;0,21;0,8;27,8;;4,4;20,3;213,6;42,7;79;0,0075;;4,5;5,8;224;83;31;236;1632;3,8;1,5;2,6;0,8;1,5;152,56;78;44,1648;32,2035;119,0833;4,6005;309,03856;57,9663;0;0,36804;1,97664;0;0;0;0
Atocas St-Louis;Biologique;46,1353;72,0215;Saint-Louis de Blandford ;C05;2006;2019;Pilgrim;P;20393,93737;8171,751228;;1,1;0,12;0,57;0,22;0,87;24,8;;4,8;20,2;196,2;37,8;69;0,0075;;4,5;6;232;86;32;230;1487;2,4;1,7;3,4;0,5;2,2;201,48;62;44,8272;32,6865;121,0213;4,6695;312,90166;58,8357;0;0,37356;2,08104;0;0;0;0
Atocas St-Louis;Biologique;46,1353;72,0213;Saint-Louis de Blandford ;C06;2006;2019;Pilgrim;P;19887,40263;7615,052632;;1,1;0,12;0,57;0,22;0,85;23,9;;4,4;20,6;194,7;53,5;82;0,0075;;4,5;5,9;224;74;26;209;1501;2,4;1,4;3,56;0,5;1,5;158,04;63;44,9568;32,781;122,0905;4,683;311,92385;59,0058;0;0,37464;2,1054;0;0;0;0
Atocas St-Louis;Biologique;46,1353;72,0211;Saint-Louis de Blandford ;C07;2006;2019;Pilgrim;P;21352,38737;15160,5614;;1,1;0,13;0,58;0,23;0,91;25,3;;4,3;22,3;242,4;44,2;72;0,0075;;4,5;6,1;202;76;25;194;1447;2,8;1,3;2,14;0,5;1,5;127,24;63;44,3376;32,3295;119,4905;4,6185;312,9526;58,1931;0;0,36948;2,0184;0;0;0;0
Atocas St-Louis;Biologique;46,1353;72,0209;Saint-Louis de Blandford ;C08;2006;2019;Pilgrim;P;20471,17;8171,751228;;1;0,12;0,63;0,22;0,77;23,4;;4,7;18,7;175,8;49,3;82;0,0075;;4,4;6;262;89;31;230;1384;2,3;1,9;3,61;0,5;2,3;179,03;47;44,9712;32,7915;121,7772;4,6845;314,02129;59,0247;0;0,37476;2,21676;0;0;0;0
Atocas St-Louis;Biologique;46,1341;72,0224;Saint-Louis de Blandford ;D01;2005;2019;Stevens;P;24853,16741;14605,31649;;1,1;0,12;0,58;0,24;0,85;30,8;;5,1;20,6;289,2;38,5;76;0,0075;;4,3;6,1;250;80;40;238;1225;2;1,4;4,18;0,6;2,6;256,19;73;43,2768;31,556;123,3859;4,508;316,53413;56,8008;0;0,36064;2,39772;0;0;0;0
Atocas St-Louis;Biologique;46,1341;72,0222;Saint-Louis de Blandford ;D02;2005;2019;Stevens;P;24084,62513;11116,58141;;1,1;0,12;0,62;0,23;0,8;28,5;;3,9;17,8;229,8;40;73;0,0075;;4,4;6,2;291;94;40;225;977;2,2;1,8;4,03;0,5;2,8;235,9;62;42,9408;31,311;126,2488;4,473;303,78266;56,3598;0;0,35784;2,42904;0;0;0;0
Atocas St-Louis;Biologique;46,1341;72,022;Saint-Louis de Blandford ;D03;2005;2019;Stevens;P;22065,43054;14496,72297;;1,1;0,12;0,58;0,21;0,73;26;;3,5;16,4;204,9;32,9;69;0,0075;;4,2;6;198;83;28;172;1185;2;1,5;2,81;0,3;1,5;202,48;48;44,0928;32,151;118,0355;4,593;300,73335;57,8718;0;0,36744;1,9314;0;0;0;0
Atocas St-Louis;Biologique;46,1341;72,0217;Saint-Louis de Blandford ;D04;2005;2019;Stevens;P;26764,65126;12953,98455;;1,1;0,12;0,57;0,25;0,86;28,9;;3,8;18,9;234,9;35,6;75;0,0075;;4,3;6;189;63;21;166;1331;1,9;1,1;2,1;0,7;1,5;178,51;71;43,4208;31,661;120,8957;4,523;304,83849;56,9898;0;0,36184;2,07756;0;0;0;0
Atocas St-Louis;Biologique;46,1341;72,0215;Saint-Louis de Blandford ;D05;2006;2019;Stevens;P;23730,75474;12416,26178;;1,1;0,12;0,59;0,22;0,74;28,1;;3,3;16,2;239;39,6;74;0,0075;;4,4;6,1;260;81;36;206;1270;3,2;1,5;4,94;0,5;2,3;200,79;57;43,6224;31,808;118,768;4,544;307,1566;57,2544;0;0,36352;2,0184;0;0;0;0
Atocas St-Louis;Biologique;46,1342;72,0213;Saint-Louis de Blandford ;D06;2006;2019;Stevens;P;23480,08964;10237,65495;;1,1;0,11;0,56;0,2;0,7;27,1;;3,3;15,6;216;42,1;74;0,0075;;4,4;6,1;178;87;32;216;1554;2,4;1,6;2,73;0,7;1,5;225,28;71;44,6928;32,5885;115,0255;4,6555;313,8886;58,6593;0;0,37244;2,0184;0;0;0;0
Atocas St-Louis;Biologique;46,1342;72,0211;Saint-Louis de Blandford ;D07;2014;2019;Stevens;P;28219,12408;10715,2635;;1,1;0,12;0,63;0,2;0,77;26,9;;3,8;19,8;172,2;31,8;88;0,0075;;4,4;6,6;191;86;33;192;728;1,3;2;2,25;0,4;2,2;239,37;47;48,4704;35,343;121,093;5,049;299,9746;63,6174;0;0,40392;2,0184;0;0;0;0
Atocas St-Louis;Biologique;46,1342;72,0209;Saint-Louis de Blandford ;D08;2014;2019;Stevens;P;22218,23565;9766,464839;;1,1;0,12;0,6;0,2;0,84;26,6;;3,8;20,8;185,1;30,5;79;0,0075;;4,4;6,4;114;45;11,25;102;1112;0,9;1,1;1,38;0,5;1,5;142,82;52;48,0912;35,0665;118,1455;5,0095;309,1546;63,1197;0;0,40076;2,0184;0;0;0;0
Atocas St-Louis;Biologique;46,1406;72,0236;Saint-Louis de Blandford ;E01;2010;2019;Stevens;P;22659,18092;16888,98511;;1,1;0,11;0,53;0,18;0,86;44,4;;3,7;21,7;237,1;40,1;75;0,01;;4,9;6,3;121;85;24;200;1287;2,4;2,2;2,48;0,6;2,4;201,83;57;43,7616;31,9095;124,0335;9,58198;320,89418;57,4371;0;0,36468;1,87033;0;0;0;0
Atocas St-Louis;Biologique;46,1406;72,0238;Saint-Louis de Blandford ;E02;2010;2019;Stevens;P;22234,01193;16226,12348;;1,1;0,11;0,53;0,19;0,87;45,5;;4,1;21,4;249,9;40,6;76;0,0075;;4,7;6,3;128;66;19;138;1269;1,6;1,8;2,08;0,4;1,5;162,99;34;42,4128;30,926;112,124;9,87952;313,27732;55,6668;0;0,35344;2,03342;0;0;0;0
Atocas St-Louis;Biologique;46,1406;72,0241;Saint-Louis de Blandford ;E03;2010;2019;Stevens;P;22334,30019;14903,11538;;1,1;0,11;0,55;0,2;0,87;42,6;;4,5;20,5;206,8;47,6;84;0,0075;;4,6;6;102;84;21;156;1484;1,8;1,6;2,81;0,5;1,5;192,52;39;43,3872;31,6365;102,9125;9,5057;308,3557;56,9457;0;0,36156;1,85645;0;0;0;0
Atocas St-Louis;Biologique;46,1406;72,0243;Saint-Louis de Blandford ;E04;2010;2019;Stevens;P;23541,84085;10142,16385;;1,1;0,12;0,53;0,22;0,95;44,2;;6,3;22,8;233,2;37,6;80;0,0075;;4,6;6,1;96;88;20;136;1258;2,4;2,3;3,32;0,5;1,5;232,81;43;43,152;31,465;100,753;9,73284;305,92444;56,637;0;0,3596;1,95014;0;0;0;0
Atocas St-Louis;Biologique;46,1417;72,0236;Saint-Louis de Blandford ;F01;2019;2019;Mullica Queen;S;;4723,862974;;1,4;0,14;0,57;0,17;0,68;31,6;;6,6;25;129,9;144,1;203;0,02;;;;;;;;;;;;;;;;148,4352;108,234;102,6959;15,462;278,76313;194,8212;0;1,23696;2,04972;0;0;0;0
Atocas St-Louis;Biologique;46,1417;72,0239;Saint-Louis de Blandford ;F02;2019;2019;Mullica Queen;S;;12453,46979;;1,5;0,12;0,6;0,15;0,56;32,5;;7,4;23,3;110,7;725,6;788;0,03;;;;;;;;;;;;;;;;148,1136;107,9995;105,2006;15,4285;278,83767;194,3991;0;1,23428;2,26548;0;0;0;0
Atocas St-Louis;Biologique;46,1416;72,0241;Saint-Louis de Blandford ;F03;2010;2019;Stevens;P;25983,33522;12933,26812;;1,1;0,11;0,6;0,22;0,82;43,8;;5,4;18,5;405,6;82,2;137;0,03;;;;;;;;;;;;;;;;44,7792;32,6515;129,0925;4,6645;325,075;58,7727;0;0,37316;2,436;0;0;0;0
Atocas St-Louis;Biologique;46,1415;72,0243;Saint-Louis de Blandford ;F04;2010;2019;Stevens;P;22871,00802;16670,00658;;1;0,11;0,67;0,22;0,75;38,4;;3,1;16,8;368;38,7;57;0,03;;;;;;;;;;;;;;;;45,0528;32,851;116,0975;4,693;312,39875;59,1318;0;0,37544;2,001;0;0;0;0
Atocas St-Louis;Biologique;46,1406;72,0221;Saint-Louis de Blandford ;G01;2010;2019;Stevens;P;21642,24167;13862,20238;;1,1;0,12;0,62;0,2;0,87;40,8;;3,4;19,5;242,3;75;103;0,0075;;4,5;6,2;144;57;17;137;1038;1,5;1,5;2,61;0,5;1,5;176,67;47;43,8912;32,004;127,43;4,572;320,323;57,6072;0;0,36576;2,436;0;0;0;0
Atocas St-Louis;Biologique;46,1407;72,0221;Saint-Louis de Blandford ;G02;2010;2019;Stevens;P;16470,1177;9855,929015;;1;0,11;0,56;0,2;0,85;41,4;;3,7;20,1;216,8;48,8;89;0,0075;;4,5;6,1;202;92;29;176;1078;2,3;2,8;3,95;0,4;2,5;229,93;42;42,7392;31,164;120,4839;4,452;306,30173;56,0952;0;0,35616;1,98012;0;0;0;0
Atocas St-Louis;Biologique;46,1409;72,0221;Saint-Louis de Blandford ;G03;2010;2019;Stevens;P;16702,97546;8992,420803;;1,1;0,12;0,58;0,22;0,97;42,9;;4,7;22,5;270,8;41,6;88;0,0075;;4,4;6,2;152;79;23;157;1097;1,4;1,9;3,72;0,5;2;176,85;46;42,3792;30,9015;121,5583;4,4145;305,30706;55,6227;0;0,35316;2,15064;0;0;0;0
Atocas St-Louis;Biologique;46,1411;72,0221;Saint-Louis de Blandford ;G04;2010;2019;Stevens;P;17445,32468;9873,765996;;1;0,12;0,6;0,21;0,9;41,2;;4,4;20,8;234,1;37,9;76;0,0075;;4,5;6,2;222;86;28;160;1082;2,2;2,1;3,88;0,4;2,4;209,96;42;42,96;31,325;117,3989;4,475;302,62973;56,385;0;0,358;1,98012;0;0;0;0
Atocas St-Louis;Biologique;46,1412;72,0222;Saint-Louis de Blandford ;G05;2017;2019;Demoranville;S;8811,95625;39981,48208;;0,9;0,12;0,49;0,24;1,19;37,3;;5,5;30,6;261,4;62,2;114;0,02;;4,8;6,5;89;37;11,25;111;1017;0,8;0,7;0,72;0,3;1,5;135,23;28;28,8432;21,0315;100,2965;8,55922;310,44152;37,8567;0;0,24036;2,06812;0;0;0;0
Atocas St-Louis;Biologique;46,1414;72,0221;Saint-Louis de Blandford ;G06;2017;2019;Demoranville;S;10624,33563;42030,58104;;1;0,13;0,57;0,25;1,21;29;;5,3;41,9;256,3;59,4;113;0,01;;4,9;6,5;89;39;11,25;106;1267;0,9;0,8;0,82;0,4;1,5;127,32;42;41,3484;26,5405;101,7295;9,73766;303,36956;47,7729;0;0,30332;2,21386;0;0;0;0
Atocas St-Louis;Biologique;46,1352;72,0228;Saint-Louis de Blandford ;A01;2008;2020;Pilgrim;P;13120,51903;;;1,1;0,14;0,68;0,25;1;36,7;;3,9;21,3;408;44,6;74;0,0075;;4,7;5,6;100;89;31;269;1656;3,2;1,3;2,96;0,4;1,5;222,52;81;53,6556;35,5145;121,6984;10,47099;225,39153;63,9261;0;1,01593;1,27239;0;0;0;0
Atocas St-Louis;Biologique;46,1352;72,023;Saint-Louis de Blandford ;A02;1995;2020;Stevens;P;11178,48;;;1,1;0,15;0,65;0,24;0,96;35,9;;4,1;17,6;453,2;39,5;62;0,0075;;4,5;5,8;348;125;43;250;1374;3,3;2,5;3,75;0,4;3,4;270,92;67;49,3584;35,9905;124,7274;10,63189;227,57283;64,7829;0;1,03187;1,29429;0;0;0;0
Atocas St-Louis;Biologique;46,1352;72,0232;Saint-Louis de Blandford ;A03;1996;2020;Stevens;P;9424,604314;;;1;0,14;0,76;0,22;0,77;38,7;;3,6;16,1;393;42,2;65;0,0075;;4,2;5,8;355;124;59;323;858;3,3;2,3;5;0,4;5;240,57;91;49,368;35,9975;124,1666;10,42851;227,25597;64,7955;0;1,00885;1,24611;0;0;0;0
Atocas St-Louis;Biologique;46,1352;72,0234;Saint-Louis de Blandford ;A04;1997;2020;Stevens;P;17078,49447;;;1,1;0,18;0,8;0,23;0,79;41,2;;4;18,8;454,5;47,9;73;0,0075;;4,5;5,6;318;126;42;260;1446;3,2;2;3,99;0,5;3,3;212,17;85;38,7456;28,252;117,0664;9,38704;226,87488;50,8536;0;0,92768;1,26144;0;0;0;0
